ID,isMale,isMarried,AgeGroup,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HasHistoryOfOverduePayments,Class
11303,1,0,3,1,2430,80,0,0,0,2430,80,1,2,1,1
11304,1,0,3,3,580,90,0,0,6,570,60,0,0,0,1
11305,1,1,3,3,150,90,2,6,0,150,80,0,0,0,1
11306,1,1,3,3,20,0,0,6,0,20,0,0,0,0,1
11307,0,0,3,4,910,930,2,6,0,480,150,0,0,0,0
11308,0,0,1,3,270,60,0,2,1,220,0,1,3,1,0
11309,1,1,3,2,890,40,0,0,2,890,40,0,0,0,1
11310,0,1,1,3,870,60,0,0,1,870,0,2,6,1,0
11311,0,0,1,4,880,80,0,0,6,880,40,0,0,0,1
11312,0,1,3,3,1340,1340,2,6,0,0,180,1,1,1,1
11313,1,1,3,2,50,30,0,6,0,40,0,1,2,1,0
11314,1,1,2,4,250,250,4,6,0,20,30,0,0,0,1
11315,0,1,2,3,180,110,2,6,0,160,40,0,0,0,1
11316,1,0,2,3,220,150,1,1,0,160,40,0,0,0,1
11317,0,0,1,3,610,70,0,0,6,500,70,1,2,1,0
11318,1,0,2,4,610,90,0,0,5,500,0,1,9,1,0
11319,1,1,2,3,2040,90,0,0,1,2040,60,0,0,0,0
11320,0,1,2,3,1320,90,0,0,2,1320,60,0,0,0,1
11321,0,0,2,4,330,70,0,6,0,310,70,1,2,1,1
11322,0,1,2,4,880,880,3,6,0,850,420,0,0,0,1
11323,1,0,2,3,290,50,0,6,0,290,0,1,7,1,0
11324,1,1,3,4,2200,1220,2,6,0,1090,1220,0,0,0,1
11325,0,0,2,4,1130,340,1,6,0,930,210,0,0,0,1
11326,0,0,2,3,220,230,1,6,0,100,0,0,0,0,1
11327,0,1,3,3,980,680,2,5,0,980,110,0,0,0,1
11328,0,1,3,3,1280,220,0,0,0,840,90,0,0,0,1
11329,0,0,2,4,510,50,0,6,0,510,50,0,0,0,1
11330,0,0,1,4,890,50,0,0,6,780,50,1,12,1,0
11331,0,1,2,3,1060,140,0,3,0,940,90,1,2,1,1
11332,1,0,1,4,270,50,0,0,3,230,40,0,0,0,1
11333,0,0,2,4,2600,120,0,0,0,2370,120,0,0,0,1
11334,0,0,2,4,1440,90,0,0,0,1200,60,0,0,0,1
11335,0,1,3,4,330,330,3,6,0,250,330,0,0,0,1
11336,0,1,2,3,5140,1220,0,4,0,2180,310,0,0,0,1
11337,1,1,3,3,2590,120,0,0,0,2530,120,0,0,0,1
11338,1,1,2,3,5740,200,0,0,0,5740,200,0,0,0,1
11339,0,1,1,3,1410,120,0,0,5,1220,50,1,2,1,1
11340,0,0,2,4,260,260,2,6,0,140,30,0,0,0,1
11341,1,1,3,3,60,60,2,6,0,20,50,0,0,0,1
11342,1,0,2,3,2440,130,0,0,3,2330,130,0,0,0,1
11343,1,1,3,4,10750,7760,0,0,6,10750,460,1,8,1,0
11344,1,1,3,4,10,10,0,6,0,10,10,0,0,0,1
11345,1,1,2,4,80,80,1,6,0,0,80,0,0,0,1
11346,0,0,2,4,1920,1920,4,5,0,40,110,0,0,0,1
11347,0,1,1,3,1290,70,0,0,2,1290,60,1,2,1,1
11348,0,0,3,4,310,310,2,6,0,0,310,1,1,1,0
11349,0,1,2,4,0,0,0,6,0,0,0,1,1,1,1
11350,1,1,3,3,320,40,0,5,0,290,40,0,0,0,1
11351,1,0,2,3,210,170,2,3,0,10,170,0,0,0,1
11352,1,0,1,3,200,130,1,3,0,60,130,0,0,0,1
11353,0,1,2,3,15990,950,0,0,3,15990,0,1,3,1,1
11354,0,0,2,3,2900,3140,3,5,0,0,0,1,1,1,1
11355,1,0,2,3,3590,180,0,0,0,3460,180,0,0,0,1
11356,1,0,4,3,50,0,0,6,0,50,0,1,20,1,1
11357,1,1,2,3,1310,110,0,0,0,1150,110,1,2,1,1
11358,0,1,2,3,220,260,1,6,0,130,260,0,0,0,1
11359,0,0,2,3,1520,90,0,0,0,1420,80,0,0,0,1
11360,1,1,2,3,5400,2020,0,0,5,4140,2020,0,0,0,1
11361,1,0,2,4,240,260,2,6,0,50,240,0,0,0,1
11362,1,1,2,3,2690,180,0,0,6,2510,50,1,17,1,0
11363,0,0,2,3,730,700,2,6,0,430,270,0,0,0,1
11364,1,1,3,2,440,40,0,6,0,330,40,0,0,0,1
11365,0,0,3,4,2710,100,0,2,0,2440,100,0,0,0,1
11366,0,1,3,3,610,40,0,0,6,590,40,0,0,0,1
11367,0,1,2,4,40,40,2,6,0,20,40,0,0,0,1
11368,1,0,2,2,1280,60,0,0,1,1280,60,0,0,0,1
11369,0,1,3,3,1030,60,2,6,0,1030,0,0,0,0,1
11370,1,1,3,3,510,810,3,6,0,510,80,0,0,0,1
11371,0,1,3,3,320,350,4,6,0,320,100,0,0,0,1
11372,0,0,2,3,610,90,0,3,0,570,60,2,4,1,1
11373,1,1,3,4,3170,120,0,0,0,3170,120,0,0,0,1
11374,1,1,3,2,210,190,1,6,0,0,0,1,1,1,1
11375,0,0,2,4,2480,250,0,0,0,1990,120,1,2,1,1
11376,1,1,3,4,5910,6140,3,4,0,1160,4950,0,0,0,1
11377,1,0,2,3,400,360,1,6,0,320,80,0,0,0,1
11378,0,0,2,4,5160,3300,3,5,0,30,0,0,0,0,1
11379,1,0,2,3,10,10,0,6,0,10,10,0,0,0,1
11380,1,1,3,4,1140,890,2,6,0,1140,670,0,0,0,1
11381,0,1,2,2,4630,3110,3,3,0,1850,3110,1,2,1,1
11382,1,0,2,4,30,30,1,6,0,0,30,1,1,1,0
11383,1,1,2,3,10,10,1,6,0,0,0,1,1,1,1
11384,0,1,2,3,0,0,0,6,0,0,0,1,1,1,0
11385,1,1,3,4,1490,0,0,5,0,1490,0,0,0,0,1
11386,1,0,2,4,1400,210,0,5,0,1400,120,0,0,0,1
11387,1,1,2,3,10,120,4,6,0,0,20,0,0,0,1
11388,1,1,2,4,7300,280,0,0,2,7300,280,0,0,0,0
11389,0,1,2,3,60,60,1,6,0,30,30,0,0,0,0
11390,1,1,2,3,2300,80,0,0,0,2250,80,0,0,0,1
11391,0,0,1,4,20,20,2,6,0,20,0,0,0,0,1
11392,1,0,3,2,4930,3990,4,5,0,490,60,0,0,0,1
11393,0,0,2,4,830,60,0,0,0,740,40,0,0,0,1
11394,1,0,2,4,1690,80,0,0,0,1500,60,0,0,0,0
11395,1,1,3,4,0,0,0,6,0,0,0,1,1,1,1
11396,1,0,2,3,30,30,1,6,0,10,10,1,2,1,1
11397,1,0,2,4,0,0,0,6,0,0,0,1,1,1,1
11398,0,0,2,3,5360,1220,0,3,0,5360,270,0,0,0,1
11399,1,1,3,4,4930,0,0,0,6,4930,0,1,33,1,0
11400,1,1,2,3,1730,70,0,0,0,1670,60,0,0,0,1
11401,0,1,3,4,1880,100,1,1,2,1880,90,0,0,0,1
11402,0,0,2,4,18980,12220,1,0,6,18980,670,0,0,0,1
11403,1,0,2,4,490,50,0,0,0,440,50,1,12,1,1
11404,0,1,2,3,6560,370,0,0,4,6420,0,1,7,1,0
11405,0,0,3,4,160,180,5,6,0,0,0,1,1,1,1
11406,0,1,2,3,0,0,0,6,0,0,0,1,1,1,0
11407,0,0,2,4,2430,2380,1,1,3,2380,110,0,0,0,1
11408,1,1,3,4,1430,90,0,0,0,1300,60,0,0,0,1
11409,0,1,2,3,410,410,3,5,0,100,410,0,0,0,1
11410,1,0,3,4,1140,1150,2,6,0,100,0,0,0,0,1
11411,1,1,2,4,140,140,2,6,0,110,0,0,0,0,1
11412,0,1,2,4,1970,1970,2,6,0,1210,550,0,0,0,1
11413,1,1,3,3,11250,10950,1,2,4,1620,20,0,0,0,0
11414,1,0,3,4,470,40,0,6,0,420,40,0,0,0,1
11415,1,0,2,3,4040,3820,1,1,0,1480,620,0,0,0,0
11416,1,1,2,2,0,0,0,6,0,0,0,1,1,1,1
11417,0,1,2,2,510,400,4,6,0,0,150,2,3,1,1
11418,0,0,1,4,300,90,0,1,0,110,90,1,2,1,1
11419,0,1,2,4,320,0,0,6,0,320,0,0,0,0,1
11420,1,1,2,4,680,310,0,6,0,580,310,0,0,0,1
11421,1,1,2,3,30,20,2,6,0,30,10,0,0,0,0
11422,0,1,2,3,840,80,0,0,0,710,0,1,11,1,1
11423,0,1,2,3,2500,120,0,0,0,2190,120,0,0,0,0
11424,0,1,2,2,150,60,1,6,0,150,40,0,0,0,1
11425,0,0,2,4,710,60,0,6,0,710,60,0,0,0,1
11426,1,1,2,2,1250,70,1,5,0,1250,40,1,2,1,0
11427,0,1,2,3,1580,1530,2,3,0,1580,60,0,0,0,1
11428,0,1,2,4,390,400,2,6,0,60,390,0,0,0,1
11429,0,1,2,4,5220,400,0,0,6,4850,200,1,12,1,1
11430,0,1,3,3,2290,270,0,0,1,1860,110,2,8,1,0
11431,0,0,2,4,110,110,2,6,0,80,0,2,4,1,1
11432,0,1,2,2,8890,8470,1,2,0,0,0,0,0,0,1
11433,1,0,2,3,50,50,1,6,0,20,50,0,0,0,1
11434,1,0,2,3,680,90,0,0,0,550,0,1,11,1,0
11435,0,0,2,4,4200,340,0,0,6,3840,150,2,4,1,1
11436,1,1,3,4,810,810,3,6,0,50,280,1,2,1,1
11437,0,0,2,4,20,20,1,6,0,10,10,0,0,0,1
11438,0,0,2,3,820,830,1,6,0,0,830,1,1,1,1
11439,0,1,2,3,1260,70,0,4,0,1230,70,0,0,0,1
11440,1,0,2,3,1480,90,0,1,5,1240,60,0,0,0,1
11441,0,0,2,4,150,80,2,6,0,150,70,0,0,0,1
11442,0,0,3,4,300,20,1,6,0,300,10,0,0,0,1
11443,0,1,2,4,580,580,3,6,0,100,250,0,0,0,1
11444,1,1,3,3,1630,1540,0,0,2,1630,40,0,0,0,1
11445,1,0,2,2,390,390,2,6,0,280,10,0,0,0,1
11446,0,1,2,2,3050,310,0,0,0,2740,310,0,0,0,0
11447,1,1,3,4,310,40,0,0,5,310,40,0,0,0,1
11448,0,1,3,2,2060,70,0,0,0,1870,70,0,0,0,1
11449,0,0,2,3,1450,550,0,4,0,1450,60,0,0,0,1
11450,0,1,2,3,20,20,1,6,0,10,10,0,0,0,1
11451,0,1,2,4,670,670,3,6,0,650,670,0,0,0,1
11452,1,0,3,3,180,220,3,6,0,90,120,0,0,0,1
11453,0,1,3,3,810,70,0,0,0,750,0,2,5,1,1
11454,1,0,2,3,320,150,1,6,0,40,60,0,0,0,1
11455,1,0,1,3,930,50,0,0,6,930,50,0,0,0,1
11456,0,0,2,3,7290,580,0,0,6,6950,270,0,0,0,1
11457,0,1,3,3,1260,1260,3,4,0,320,1260,0,0,0,1
11458,1,0,2,3,930,70,0,2,4,880,70,0,0,0,1
11459,0,0,2,3,20,20,1,6,0,10,10,0,0,0,0
11460,0,0,3,2,890,120,0,1,5,810,30,1,13,1,0
11461,1,0,2,4,3460,300,0,0,6,3430,190,1,6,1,0
11462,0,0,2,3,180,70,1,6,0,180,70,1,1,1,1
11463,1,1,3,3,1430,180,1,4,1,1430,40,0,0,0,1
11464,0,0,2,3,4330,210,0,0,6,4330,210,0,0,0,1
11465,0,1,2,3,2820,2850,1,0,3,2820,110,0,0,0,0
11466,0,0,2,3,920,150,0,0,0,720,90,1,7,1,0
11467,1,0,2,3,3970,30,0,5,0,3970,30,0,0,0,1
11468,0,0,2,4,2830,2540,1,4,0,2830,630,0,0,0,1
11469,1,0,2,3,440,50,0,6,0,390,50,1,12,1,0
11470,0,0,1,2,3660,920,2,2,1,3660,920,0,0,0,1
11471,0,0,2,4,100,110,1,6,0,10,0,0,0,0,1
11472,1,1,3,3,6100,420,0,0,6,5970,240,0,0,0,1
11473,0,1,3,3,6610,270,0,0,2,6610,270,0,0,0,1
11474,0,0,2,4,880,880,2,6,0,130,130,0,0,0,1
11475,1,1,3,2,950,90,0,0,0,950,90,0,0,0,1
11476,0,1,3,3,3080,610,0,2,0,2390,150,0,0,0,1
11477,0,1,2,3,520,530,3,6,0,30,130,0,0,0,1
11478,1,0,2,4,7980,1470,0,0,3,7550,920,0,0,0,1
11479,0,0,2,4,150,160,4,6,0,70,150,0,0,0,1
11480,1,0,2,3,1480,60,0,0,3,1480,60,0,0,0,0
11481,1,0,2,3,1460,520,0,0,5,1010,520,0,0,0,1
11482,0,0,1,3,320,30,0,5,0,320,30,0,0,0,1
11483,0,0,1,2,620,40,0,0,0,550,30,1,3,1,0
11484,0,0,2,3,1840,120,0,0,0,1700,90,0,0,0,1
11485,1,0,2,4,610,50,0,0,6,520,50,1,2,1,0
11486,0,1,2,2,150,150,3,6,0,50,60,1,2,1,1
11487,0,1,2,4,180,50,0,6,0,130,0,1,11,1,0
11488,1,1,3,3,1400,50,0,0,0,1400,50,0,0,0,1
11489,0,0,2,2,350,350,2,6,0,0,150,1,1,1,1
11490,1,1,2,4,1530,3090,1,1,0,1500,50,0,0,0,1
11491,1,0,2,3,3000,1310,0,1,3,2230,310,0,0,0,1
11492,0,1,3,2,950,50,0,0,0,900,50,1,2,1,1
11493,1,1,3,3,140,140,2,6,0,20,140,0,0,0,0
11494,1,1,3,4,0,0,0,6,0,0,0,0,0,0,0
11495,0,0,2,4,0,0,6,6,0,0,0,1,1,1,1
11496,1,0,1,4,140,140,2,5,0,0,0,1,1,1,1
11497,0,0,1,4,380,60,0,0,0,330,0,1,3,1,0
11498,0,0,2,4,1680,90,0,0,0,1620,90,0,0,0,1
11499,1,0,3,4,160,140,2,6,0,20,0,0,0,0,1
11500,1,1,2,4,80,0,0,6,0,80,0,0,0,0,1
11501,0,0,3,3,130,130,2,6,0,80,50,0,0,0,1
11502,1,0,2,3,1860,110,0,0,3,1860,0,1,5,1,0
11503,0,1,3,2,1890,70,0,0,0,1830,70,0,0,0,1
11504,0,1,2,3,480,70,0,6,0,420,0,2,9,1,0
11505,0,0,1,3,610,70,0,0,0,490,40,2,8,1,0
11506,0,1,2,3,2730,120,0,0,0,2650,100,0,0,0,1
11507,0,1,2,2,940,90,0,0,0,840,50,1,12,1,1
11508,0,1,3,4,1710,1710,2,5,0,1320,320,0,0,0,1
11509,0,0,2,3,860,860,3,6,0,390,420,0,0,0,0
11510,1,1,3,3,4670,290,0,0,6,4420,0,2,5,1,0
11511,0,1,2,3,920,120,0,0,6,890,50,1,2,1,1
11512,0,0,1,3,1080,80,0,0,0,1080,60,0,0,0,1
11513,1,0,2,4,5560,4730,1,1,3,3810,150,1,2,1,1
11514,1,1,2,3,780,600,1,0,5,560,50,0,0,0,1
11515,1,1,3,4,1710,270,0,0,0,1410,0,1,14,1,0
11516,1,0,2,4,4080,3520,1,0,2,2590,820,0,0,0,1
11517,1,1,3,2,790,40,0,1,0,760,40,0,0,0,1
11518,0,0,2,3,2610,1370,2,2,0,2440,310,0,0,0,1
11519,0,0,2,4,6050,330,0,0,6,5640,210,1,2,1,1
11520,0,1,2,3,80,100,4,6,0,80,20,0,0,0,1
11521,1,1,3,3,1500,210,1,3,3,1500,70,0,0,0,1
11522,0,1,2,2,3300,130,0,0,0,3300,120,0,0,0,1
11523,0,0,3,2,2270,1980,1,2,0,510,490,0,0,0,1
11524,1,1,3,2,7070,1080,2,2,3,7070,150,0,0,0,1
11525,1,0,2,3,3000,390,0,0,6,2660,390,1,13,1,0
11526,0,0,1,3,1280,150,0,0,0,1180,150,0,0,0,1
11527,1,1,3,3,140,140,3,6,0,110,0,0,0,0,0
11528,0,0,1,3,130,130,1,6,0,20,130,0,0,0,1
11529,0,0,2,3,7250,340,0,0,0,7250,340,0,0,0,1
11530,1,1,3,4,7220,300,0,0,2,7110,300,0,0,0,1
11531,0,0,2,3,7330,320,0,1,2,6970,320,0,0,0,0
11532,1,0,3,3,1850,130,0,0,2,1850,110,1,2,1,1
11533,0,0,2,4,180,60,2,6,0,180,50,0,0,0,1
11534,0,0,2,4,20,20,3,6,0,0,0,0,0,0,1
11535,0,1,2,4,2050,250,0,6,0,2050,90,0,0,0,1
11536,1,1,3,4,3130,2440,1,1,4,3130,0,1,3,1,1
11537,0,1,2,3,90,90,2,6,0,20,0,0,0,0,1
11538,0,1,2,3,50,50,1,6,0,10,10,0,0,0,1
11539,0,0,3,2,130,40,4,5,0,130,0,0,0,0,1
11540,0,1,2,2,210,210,2,6,0,10,90,1,2,1,0
11541,0,1,2,3,40,40,0,6,0,40,40,0,0,0,0
11542,0,0,2,2,200,210,3,6,0,150,210,0,0,0,1
11543,1,1,3,3,400,50,0,3,0,370,50,0,0,0,1
11544,0,0,2,4,3760,170,0,0,3,3680,160,0,0,0,1
11545,0,0,1,2,1630,160,0,0,0,1510,160,1,13,1,0
11546,1,1,3,2,2990,2750,1,0,0,2990,100,0,0,0,1
11547,1,0,2,4,0,0,0,6,0,0,0,0,0,0,1
11548,0,1,1,2,920,180,0,0,3,660,0,2,11,1,0
11549,1,0,2,3,30,0,0,6,0,30,0,1,16,1,1
11550,1,1,3,4,320,720,3,6,0,320,0,0,0,0,0
11551,0,0,1,3,5220,700,0,0,3,5220,0,1,3,1,1
11552,1,0,2,3,600,100,0,0,5,480,100,1,8,1,1
11553,0,0,2,4,470,540,4,6,0,0,540,1,1,1,1
11554,0,0,2,3,470,80,0,6,0,470,80,2,4,1,1
11555,1,0,2,3,1890,1600,1,3,0,1880,150,0,0,0,1
11556,0,0,3,2,3780,270,0,0,6,3710,220,1,11,1,1
11557,1,0,2,3,580,90,0,0,0,400,60,1,4,1,0
11558,0,0,2,4,1010,30,0,6,0,540,30,1,5,1,1
11559,1,0,2,4,750,70,0,0,0,580,60,1,2,1,0
11560,1,0,2,3,1890,160,0,0,0,1650,160,1,12,1,0
11561,1,0,2,3,190,190,2,6,0,130,120,0,0,0,0
11562,1,0,1,4,40,40,1,6,0,0,0,1,1,1,0
11563,0,0,2,4,1460,110,0,0,0,1360,60,1,12,1,0
11564,1,1,3,3,6080,420,0,0,6,5820,0,2,6,1,1
11565,0,1,3,4,8350,330,0,0,0,8350,300,0,0,0,1
11566,1,1,3,4,2500,1460,1,6,0,2500,270,0,0,0,1
11567,1,0,3,3,4660,170,0,0,6,4660,170,0,0,0,1
11568,1,0,2,1,590,70,0,2,4,590,40,0,0,0,1
11569,1,0,3,3,510,310,2,6,0,40,60,0,0,0,0
11570,1,1,3,3,1170,310,0,0,4,1130,60,0,0,0,1
11571,0,1,2,2,4020,270,0,0,4,4020,170,0,0,0,0
11572,0,0,2,4,350,370,1,6,0,350,180,0,0,0,1
11573,0,0,1,3,590,50,0,0,5,550,50,0,0,0,1
11574,0,0,3,4,730,640,2,6,0,730,370,0,0,0,1
11575,1,1,3,3,560,40,0,0,5,560,40,0,0,0,1
11576,1,0,2,3,290,60,0,0,4,220,30,1,2,1,1
11577,0,0,2,4,910,730,3,6,0,320,730,0,0,0,1
11578,0,0,2,4,1990,240,0,1,0,1990,50,1,11,1,1
11579,0,0,1,3,800,60,0,0,0,650,50,0,0,0,1
11580,0,0,2,4,7540,3050,0,0,3,5710,320,0,0,0,0
11581,1,1,2,2,1120,50,0,0,0,1120,50,0,0,0,1
11582,0,1,2,3,3040,230,0,0,1,2660,130,2,6,1,0
11583,0,1,3,4,150,0,0,6,0,150,0,1,12,1,0
11584,1,0,2,3,560,0,0,5,1,560,0,0,0,0,0
11585,1,1,2,3,10,10,0,6,0,10,10,0,0,0,1
11586,0,0,1,3,860,610,0,0,6,830,90,0,0,0,1
11587,1,0,2,3,290,80,0,6,0,180,80,1,9,1,1
11588,1,0,3,4,1650,1650,3,5,0,630,0,0,0,0,0
11589,0,1,2,4,1750,1660,1,2,0,80,1660,0,0,0,0
11590,1,0,2,4,2390,1230,1,3,0,1150,90,0,0,0,1
11591,0,0,2,4,260,260,4,6,0,180,260,0,0,0,1
11592,0,1,2,4,1560,120,0,0,0,1410,0,1,11,1,1
11593,0,1,3,3,1550,180,0,0,6,1410,180,1,8,1,0
11594,0,0,2,3,1810,1220,0,0,3,1810,70,0,0,0,1
11595,0,1,2,4,160,20,0,6,0,160,20,0,0,0,0
11596,1,0,2,4,4390,210,0,0,0,3790,210,0,0,0,1
11597,0,0,2,3,190,190,1,6,0,0,0,1,1,1,1
11598,1,0,2,3,1550,2780,2,0,3,1500,2780,0,0,0,1
11599,0,1,2,3,0,0,0,6,0,0,0,1,1,1,1
11600,0,0,3,3,1640,90,0,0,1,1640,60,0,0,0,1
11601,0,1,3,2,3020,310,0,0,6,3020,140,0,0,0,1
11602,1,1,2,4,0,0,6,6,0,0,0,1,1,1,1
11603,1,1,2,3,4470,920,0,0,5,3820,310,0,0,0,1
11604,1,0,2,3,5550,3070,1,4,0,1450,70,0,0,0,1
11605,1,1,2,3,230,50,0,0,0,130,50,0,0,0,0
11606,0,0,2,3,20,0,0,6,0,20,0,0,0,0,1
11607,0,1,4,4,20,40,2,6,0,20,0,1,4,1,1
11608,0,0,2,3,110,670,2,6,0,10,110,0,0,0,0
11609,0,0,2,3,3500,3500,1,5,0,780,90,0,0,0,1
11610,1,1,3,1,2300,420,0,2,0,2300,70,0,0,0,0
11611,0,1,3,2,440,310,1,6,0,160,80,0,0,0,1
11612,1,1,2,3,60,60,1,6,0,10,10,1,2,1,1
11613,1,0,2,4,200,1530,2,6,0,30,70,0,0,0,1
11614,1,1,3,3,1520,50,0,0,2,1490,50,0,0,0,1
11615,1,1,2,3,240,240,2,6,0,30,20,0,0,0,1
11616,0,0,2,3,300,40,0,1,5,270,40,1,5,1,0
11617,0,0,2,3,1980,130,0,0,5,1980,90,2,8,1,1
11618,1,0,2,3,570,650,3,6,0,270,350,1,2,1,1
11619,1,0,3,2,670,110,0,0,0,480,40,0,0,0,1
11620,1,0,2,3,170,30,0,6,0,170,30,1,6,1,0
11621,0,0,2,4,1500,90,0,0,0,1470,60,0,0,0,1
11622,1,0,2,4,280,280,3,6,0,160,80,0,0,0,1
11623,1,1,3,4,980,640,3,6,0,980,100,0,0,0,1
11624,0,0,1,1,560,60,0,2,4,500,60,0,0,0,1
11625,1,0,1,4,300,90,0,0,3,90,90,1,13,1,1
11626,0,1,3,2,110,460,3,6,0,30,10,0,0,0,1
11627,1,0,2,3,310,80,1,5,0,190,50,0,0,0,1
11628,1,1,3,4,1050,1450,2,6,0,580,130,0,0,0,0
11629,1,0,2,4,760,760,3,5,0,60,60,0,0,0,1
11630,1,1,2,4,2780,2780,2,5,0,10,0,1,2,1,1
11631,0,1,3,2,1530,80,0,3,3,1480,80,0,0,0,1
11632,1,1,2,3,730,770,3,6,0,730,10,0,0,0,1
11633,0,1,3,2,690,470,1,4,0,690,90,0,0,0,1
11634,1,0,3,3,310,200,1,0,4,300,30,1,3,1,0
11635,0,1,2,4,2140,2140,2,6,0,970,1730,0,0,0,1
11636,1,1,3,3,20,20,2,6,0,10,20,0,0,0,0
11637,0,1,2,3,1950,150,0,0,0,1420,150,0,0,0,1
11638,0,0,2,4,1110,310,1,2,0,870,310,0,0,0,1
11639,1,1,2,4,520,530,3,6,0,80,0,0,0,0,1
11640,0,0,1,4,590,60,0,1,5,570,60,0,0,0,1
11641,0,0,1,3,260,90,3,5,0,260,0,0,0,0,1
11642,0,0,2,4,1020,110,0,0,0,840,50,2,4,1,0
11643,0,1,2,3,1980,1220,1,0,0,1980,0,1,4,1,1
11644,0,0,2,3,130,130,3,6,0,0,0,1,1,1,1
11645,0,1,3,2,370,60,0,6,0,370,50,0,0,0,0
11646,0,1,4,3,4690,610,0,0,1,3910,460,0,0,0,1
11647,0,0,2,4,730,730,3,6,0,10,210,0,0,0,0
11648,0,1,3,2,1410,40,0,4,1,1410,40,1,2,1,1
11649,1,0,2,4,440,110,1,6,0,440,110,0,0,0,1
11650,0,1,2,3,710,50,0,0,0,710,50,0,0,0,1
11651,0,0,1,3,1530,470,0,2,2,1530,60,0,0,0,1
11652,0,1,2,3,180,180,1,6,0,40,30,0,0,0,1
11653,1,0,2,3,1520,120,0,0,0,1400,60,1,10,1,0
11654,0,0,2,4,640,610,2,1,0,250,20,0,0,0,1
11655,0,0,2,3,10,10,0,6,0,10,10,0,0,0,1
11656,1,1,4,3,1570,1550,0,0,6,1570,1550,0,0,0,1
11657,0,1,1,3,940,100,0,1,5,820,100,1,12,1,1
11658,1,1,3,2,1570,0,0,5,1,1570,0,0,0,0,1
11659,0,1,3,2,5590,270,0,0,0,5590,270,0,0,0,1
11660,0,1,2,3,240,240,2,6,0,80,160,1,2,1,1
11661,1,0,2,3,620,40,0,0,6,620,40,1,3,1,1
11662,0,1,2,4,130,130,3,6,0,40,100,0,0,0,1
11663,1,0,2,4,14060,550,0,0,3,14060,550,0,0,0,1
11664,1,0,3,3,580,50,0,0,3,540,30,1,7,1,1
11665,1,0,2,4,0,0,0,6,0,0,0,1,1,1,0
11666,1,0,2,3,960,70,0,0,6,910,70,1,6,1,1
11667,0,0,2,3,1540,60,0,0,6,1450,0,1,12,1,0
11668,1,0,2,4,180,200,2,6,0,0,200,2,5,1,1
11669,0,0,1,2,550,70,0,0,0,470,0,1,13,1,0
11670,1,1,2,3,430,60,0,2,0,320,40,1,6,1,0
11671,0,0,2,3,70,870,3,6,0,40,10,1,2,1,1
11672,0,0,2,3,1830,90,0,0,0,1670,90,0,0,0,1
11673,0,0,2,2,6210,1330,0,2,0,2740,150,0,0,0,1
11674,0,1,3,2,1150,150,0,0,5,1060,50,1,2,1,1
11675,1,1,2,3,4390,0,0,5,0,4390,0,0,0,0,1
11676,1,0,2,3,2430,2430,1,4,0,0,0,1,1,1,1
11677,1,0,2,3,1000,50,0,0,6,1000,0,1,20,1,0
11678,0,0,2,4,1980,490,0,1,0,1200,340,0,0,0,1
11679,0,1,3,3,420,420,2,6,0,350,80,0,0,0,1
11680,1,0,2,4,3780,2510,1,3,1,3780,630,0,0,0,1
11681,0,1,3,3,10340,3480,0,0,1,4960,310,1,4,1,1
11682,0,0,2,4,350,350,2,6,0,80,350,0,0,0,1
11683,0,1,2,4,690,310,1,6,0,330,60,0,0,0,1
11684,0,0,1,4,50,0,0,6,0,50,0,1,25,1,1
11685,0,0,2,3,80,90,3,6,0,10,0,0,0,0,1
11686,0,1,3,3,5280,100,0,0,1,2880,100,0,0,0,1
11687,0,1,2,3,7460,270,0,0,0,6680,270,0,0,0,1
11688,0,1,2,1,110,110,3,6,0,10,40,0,0,0,1
11689,1,1,3,4,70,5010,2,6,0,40,0,1,5,1,1
11690,1,1,2,3,20,20,1,6,0,10,10,0,0,0,0
11691,0,1,3,2,1570,70,0,0,0,1410,60,0,0,0,1
11692,1,1,2,4,40,60,2,6,0,0,0,1,1,1,1
11693,1,1,2,2,10340,11040,1,4,1,8460,0,1,2,1,1
11694,0,1,2,3,1100,120,0,0,0,960,120,1,10,1,0
11695,1,1,3,2,15900,610,0,0,6,15890,560,1,2,1,1
11696,0,1,2,4,140,0,0,6,0,140,0,1,5,1,1
11697,1,1,3,3,430,430,2,6,0,260,430,0,0,0,1
11698,0,0,3,4,800,800,4,6,0,0,220,1,1,1,1
11699,0,1,2,3,3120,170,0,0,0,3020,170,0,0,0,1
11700,1,0,2,3,910,910,2,6,0,350,20,0,0,0,1
11701,0,0,2,4,100,100,2,6,0,60,10,0,0,0,1
11702,0,0,2,3,3350,420,0,0,0,2710,100,0,0,0,0
11703,1,1,3,3,2160,160,0,0,0,2140,0,1,3,1,1
11704,1,1,2,3,140,140,1,6,0,0,0,1,1,1,1
11705,1,0,2,3,290,290,2,6,0,10,290,0,0,0,1
11706,0,0,3,3,2120,2130,3,4,0,300,2130,0,0,0,1
11707,1,1,3,4,13340,3390,0,0,6,13340,0,1,4,1,1
11708,0,1,2,3,220,180,2,6,0,220,0,2,5,1,1
